tid	pid	seq_id	year	month	day	time	uid	text	signature	edit_uid	edit_year	edit_month	edit_day	edit_time
80	455	2	2014	1	14	18:59:34	189	<p>Ucard&#039;s technique is one of a kind! Drops sorted for good now.</p>	<p>ICQ + OTR : 694004725</p><p>Jabber: avry@blah.im</p>					
80	475	3	2014	1	14	19:21:21	187	"<p>Thanks for the feedback mate!! <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"					
80	502	4	2014	1	14	19:47:06	187	"<p>UPDATE: YOU WILL BE ELIGIBLE FOR A DISCOUNT HERE IF YOU&#160; HAD PURCHASED PRODUCTS FROM IRONHEART AND/OR OBELIX.</p><br /><p>NOTICE: IF YOU TRY TO RESELL MY GUIDE YOU WILL BE FOUND.AND IF YOU REQUEST ONE OF MY CUSTOMER TO SELL THE GUIDE FOR YOU AT A BARGAIN YOU WILL BE FOUND ALIKE AND YOUR CASE WILL BE FORWARDED TO THE MODS.<br />DON&#039;T BUY IT IF YOU CAN NOT AFFORD.THIS IS NOT FOR YOU.<br /><strong><span style=""color: red"">SOME MEMBERS HAVE ALREADY BEEN FOUND OUT,YOU WILL BE NEXT IF YOU TRY TO DO THE SAME.</span></strong></p><br /><br /><p><span style=""color: #40FF00"">HAPPY 2014 TO ALL MY CLIENTS!! I GOT SOME WICKED STUFF COMIN UP THIS YEAR FOR YOU GUYS ! WATCH OUT !!</span><span style=""color: #FE2EC8"">LIMITED ONLY</span></p><div class=""quotebox""><cite>ironheart wrote:</cite><blockquote><div><p><strong>Do I need a drop address?</strong><br />most of you live with families, wives or children. Imagine how embarrasing being found would be. And for the love of god, even if you are willing to give a perfect stranger all your personal info at the very least, DO NOT TELL ME IT IS YOUR HOME ADRRESS<br />For all YOU know, I could be an LE officer.<br /><strong><span style=""color: #FF0040"">Now with UCARD&#039;s tutorial keep your address and identity fully anonymous and safe and receive as much products as you could.</span></strong></p></div></blockquote></div>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"	187	2014	3	21	17:42:19
80	507	5	2014	1	14	20:00:44	38	<p>Great guide !!! Make sure you get a copy !!!</p><p>Thanks</p>	"<p><span style=""color: #FF0012"">UK FULLZ + DOB - NON AVS CC - DUMPS - CC&gt;BTC GUIDE - AUTOSHOP INVITES</span><br />http://k5zq47j6wd3wdvjq.onion/store/77<br /><span style=""color: #FF0000"">Torchat: hzy3bfv7gwpxlvpf</span><br /><span style=""color: #FF0000"">ICQ: 655581841</span></p>"					
80	525	6	2014	1	14	20:19:42	187	"<p>Thanks mate!! glad to see you here,I hope you get that ICQ fixed soon <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"					
80	530	7	2014	1	14	20:23:35	12	<p>While I haven&#039;t bought the guide yet I&#039;m sure ucard is a reputable, legit member that is extremely helpful and will deliver quality stuff with good support.</p></div></div></div></div>	<p><strong> PGP Public Key </strong>: http://pastebin.com/25uQV7ZJ</p>					
80	538	8	2014	1	14	20:36:59	187	"<p>TCF members comin strong from day 1 in here <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /> thanks for the love Ludo !! <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"					
80	1227	9	2014	1	16	00:41:27	435	<p>Bought his guide while TCF was still up, if you want to start carding real stuff. I&#039;d absolutely recommend his guide!<br />It&#039;s easy to do and works all the time, for pretty much any product (IPhone, TV&#039;s, Etc..)</p></div></div></div></div>						
80	1537	10	2014	1	16	15:03:11	187	"<p>Thanks for your feedback razor! <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"					
80	1572	11	2014	1	16	17:00:22	225	<p>Ucard welcome aboard! still looking forward to doing business with you! my money is almost up! so yea hoepfully by weekend!</p>	<p>Main Cashout Guy Here! Bank Drops On Deck Lets Make This $$$$ Pm Me</p>					
80	1597	12	2014	1	16	17:48:31	278	<p>Just bought this guide. Honestly, I&#039;m unimpressed.</p><p>There are two methods in the guide. The first method has scam warnings all over the internet on it, and I&#039;ve also seen variations of this method free online before. The second is just a small twist on an standard method.</p>	<p>PGP Key: http://k5zq47j6wd3wdvjq.onion/profile/575/pgp</p>					
80	1602	13	2014	1	16	18:03:54	187	<p>@kable: I think there is one details you are GREATLY not understandin.I a sellin this guide to a lot of people,and they know how to customize things,it would be fuckin stupid if everyguy did the samething,but my clients know how to do it well and they understand that.<br />Cardin has scam warnin all over the internet,yet it&#039;s been around for several years,I guess we can&#039;t card anymore,right??huh</p><p>You commented right away,without askin any support,so that shows your will to have somethin MAGICAL and EFFORTLESS. <br />Well let me tell you mate,fraud/crime and EFFORTLESS+MAGICAL don&#039;t go together when security and jail time is involved.</p><br /><p>The second one is what I came up with,and same for the first one.If you was oh so knowledgable as you make yourself to be,you would have your own methods.<br />Anyway mate,thanks for purchase and feedback.</p>	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"	187	2014	1	16	18:07:16
80	1607	14	2014	1	16	18:07:53	187	"<div class=""quotebox""><cite>DavinciCode007 wrote:</cite><blockquote><div><p>Ucard welcome aboard! still looking forward to doing business with you! my money is almost up! so yea hoepfully by weekend!</p></div></blockquote></div><p>No problem mate just shoot me a pm anytime! <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"					
80	1609	15	2014	1	16	18:12:05	278	"<div class=""quotebox""><cite>ucard wrote:</cite><blockquote><div><p>@kable: I think there is one details you are GREATLY not understandin.I a sellin this guide to a lot of people,and they know how to customize things,it would be fuckin stupid if everyguy did the samething,but my clients know how to do it well and they understand that.<br />Cardin has scam warnin all over the internet,yet it&#039;s been around for several years,I guess we can&#039;t card anymore,right??huh</p></div></blockquote></div><p>Even with any variation of the first method, a 30 second google search, and the cops will likely be sent to investigate.</p><div class=""quotebox""><cite>ucard wrote:</cite><blockquote><div><p>The second one is what I came up with,and same for the first one.If you was oh so knowledgable as you make yourself to be,you would have your own methods.<br />Anyway mate,thanks for purchase and feedback.</p></div></blockquote></div><p>I have my own methods, I&#039;m just always looking for more.</p>"	<p>PGP Key: http://k5zq47j6wd3wdvjq.onion/profile/575/pgp</p>					
80	1615	16	2014	1	16	18:18:22	187	<p>You are dead wrong,and facts show it.if you would have asked me for any more &quot;tricks&quot;,seein that you are lackin some,I would have given you directions.<br />If you think the guide is personalized for each single person livin in this planet,dead wrong once again.It&#039;s detailed and tells you everythin you need to know,but if you lack some very little imaginative skills,I would have gladly given you support,as I did with other inexperienced people.</p><p>Feedback speaks for iteself and it comes from newbies all the way up to experienced members and drop service guys,feedback speaks for itself.<br />Anyway,you left feedback,that&#039;s cool,and I responded,no longer trashin of my thread,any other enquiry or comment,pm me and we will discuss,thanks.</p>	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"					
80	1617	17	2014	1	16	18:20:04	187	"<div class=""quotebox""><cite>MikhailX wrote:</cite><blockquote><div><p>I recently bought this tutorial for safe drops from &quot;ucard&quot; and this is a little feedback/help to those still unsure about buying it or if it will work for them or not.</p><p>-Does it solve signature problem? YES<br />-Is it useful for a long/infinite period of time? YES<br />-Is it secure? YES<br />-Can you order high valued items? YES<br />-Can you use cardholder&#039;s name in the delivery? YES<br />-Is it valid for international shipping? YES<br />-Is it valid if you are from USA, UK, EU, ASIA, AFRICA, ANTARCTICA, OCEANIA, S.AMERICA? YES<br />-Is it an amazingly ingenious way of obtaining safe drops? YES</p><p>-Should you pay whatever the price is to get this guide? DEFINITELY YES</p><p>UCARD will help you immediately with any problem you might have, splendid seller. Escrow working perfectly.</p><p>Just to sum up, you will get a quick, easy understandable guide of how to get drops in one of the safest possible ways (and professional) for a few bucks. I would pay 200 bucks if necessary to get it again. Any doubt I can give you a more in depth feedback here.</p><p>10/10</p><p>Thank you UCARD ! Continue with your support to the community!</p><p>Happy carding, criminal fellas ; )</p><br /><p>-MikhailX-</p></div></blockquote></div><div class=""quotebox""><cite>ganjacred wrote:</cite><blockquote><div><p> I believe i was the first to buy this and i have to say the methods are absoloutly amazing and am going to start using them right after xmas. The only thing i had a problem with is the layout is kinda bland and difficult to understand at some point, but this is just my opinion. I would definately reccomend this book to anyone who cant find any good drops or people who are looking to get alot of drops <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /> Overall 8/10</p></div></blockquote></div><div class=""quotebox""><cite>jesse_pinkman wrote:</cite><blockquote><div><p>&#160; What uCard has done here is come up with a fresh look at safe drops. When I was given this to review I expected to see the usual find a house on CL crap but was amazed by the fresh idea&#039;s he has cooked up.<br />They are the perfect balance of complexity and simplicity. <br />Conclusion:<br />This guide is a must buy if conventional safe drop methods arent working for you! The best part of this method is that it takes care of the no signature problem that most people face!</p></div></blockquote></div><div class=""quotebox""><cite>themostseekrit wrote:</cite><blockquote><div><p> Pretty helpful guide... tells you everything you need to do with detail, and a smart method.</p></div></blockquote></div><div class=""quotebox""><cite>regus89 wrote:</cite><blockquote><div><p>Just bought the method from Ucard and can&#039;t wait to try it out. Sometimes creativity determines the difference between success and failure. Ucard has thought of a brilliant and ingenious method to ensure that things run as smoothly as possible when you&#039;re getting a drop/running a drop service/beefing up your security when using drops.</p></div></blockquote></div><div class=""quotebox""><cite>hsodhod79 wrote:</cite><blockquote><div><p> read the guide and *WOW* really great info and a very unique approach to what seemed to me a risky situation.</p><p>The guide is very useful and I would reccomend it to anyone who needs to get a maildrop - much easier solution than the one I was going to use! - 10/10</p><p>Thanks UCARD</p></div></blockquote></div><div class=""quotebox""><cite>MrMouse wrote:</cite><blockquote><div><p> If you&#039;re looking for a way to get packages to drops, I highly recommend this guide to anyone.</p></div></blockquote></div><div class=""quotebox""><cite>susp3kt wrote:</cite><blockquote><div><p> Pretty useful guide, very smart way to gather drops in your area.</p></div></blockquote></div><div class=""quotebox""><cite>britishtor wrote:</cite><blockquote><div><p> very detailed tutorial, fast response seller, i would recommend this to everyone who looking for drops <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>Mr Fox wrote:</cite><blockquote><div><p>Good guide!</p><p>The guide contains a very original idea (2, actually). It gives a fresh view on how to do drops. I never came up with a better way to do it then the way explained in this guide.</p><p>I recommend <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>breakingbad wrote:</cite><blockquote><div><p>very good guide. It&#039;s simple and effective ! <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>Alphago wrote:</cite><blockquote><div><p>Good detailed guide, that should help you to stay safe!</p></div></blockquote></div><div class=""quotebox""><cite>philmitchell wrote:</cite><blockquote><div><p>guide is straightforward and insightful.</p><p>simple idea but very effective, would buy again and have asked for updates on future products and guides.</p><p>thanks...</p></div></blockquote></div><div class=""quotebox""><cite>fffee wrote:</cite><blockquote><div><p>Nice guide.. detailed explanation! Could be very useful in the near future.. Thanks</p></div></blockquote></div><div class=""quotebox""><cite>mrmojo wrote:</cite><blockquote><div><p>Good informative guide. Thanks again.</p></div></blockquote></div><div class=""quotebox""><cite>slipnslides wrote:</cite><blockquote><div><p>Got the guide and I have to say its a pretty good IDEA it does take a little SE but if done correctly and set up proper it should work just fine. Less risky IMO dont have to rush to get the packages. Was worth what I spent. Thank you</p></div></blockquote></div><div class=""quotebox""><cite>Bluekilo wrote:</cite><blockquote><div><p>This is a good guide that took some ingenuity as well as a cunning mind to think up. I like it. <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>Razor231231 wrote:</cite><blockquote><div><p>Nice, i just bought his guide a few days ago, some really great ideas.</p></div></blockquote></div><div class=""quotebox""><cite>Clean wrote:</cite><blockquote><div><p>Guide is very useful,a great source if you don&#039;t know how to get expensive packages with sign.<br />This method doesnt require a previous investment,just some time and little patience.</p></div></blockquote></div><div class=""quotebox""><cite>EauDeToilette wrote:</cite><blockquote><div><p>Bought this for 95$ and i may say that it&#039;s worth the price.</p><p>It explain smoothly the two big ideas, a children could do it. It&#039;s for me an essential guide to any new carder ! The layout of the pdf is just a bit messed up, but that&#039;s not a really big problem !</p><p>9/10 Good work Ucard !</p></div></blockquote></div><div class=""quotebox""><cite>SuperRyanSmith33 wrote:</cite><blockquote><div><p>Had a read of this now and there are some great points, very creative guide to safe drops!</p></div></blockquote></div><div class=""quotebox""><cite>Raxa wrote:</cite><blockquote><div><p>Layout of Your guide maybe is not the best, but guide is very helpful. Also this doesn&#039;t need to spend a lot of money doing this :]</p></div></blockquote></div><div class=""quotebox""><cite>SniperFox wrote:</cite><blockquote><div><p>My Review:</p><p>I think this is an excellent guide. A very clever approach to obtaining drops without having to lurk through craiglist, estate agent sites or driving around. There is some work involved so do not expect the method to be a click and go method, but it will be worth it in the long run. Good job ucard.</p></div></blockquote></div><div class=""quotebox""><cite>Avry wrote:</cite><blockquote><div><p>Ucard&#039;s technique is one of a kind! Drops sorted for good now.</p></div></blockquote></div><div class=""quotebox""><cite>Amando wrote:</cite><blockquote><div><p>Great guide and very nice helpful vendor!</p></div></blockquote></div><div class=""quotebox""><cite>Green wrote:</cite><blockquote><div><p>Great guide and quick response!</p></div></blockquote></div><div class=""quotebox""><cite>masonmoore wrote:</cite><blockquote><div><p>Great guide</p></div></blockquote></div><div class=""quotebox""><cite>d33poutside wrote:</cite><blockquote><div><p>verfied</p></div></blockquote></div>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"	187	2014	1	17	22:30:28
80	1624	18	2014	1	16	18:31:47	187	"<div class=""quotebox""><cite>SuperRyanSmith33 wrote:</cite><blockquote><div><p>Great guide !!! Make sure you get a copy !!!</p><p>Thanks</p></div></blockquote></div><div class=""quotebox""><cite>razor231231 wrote:</cite><blockquote><div><p>Bought his guide while TCF was still up, if you want to start carding real stuff. I&#039;d absolutely recommend his guide!<br />It&#039;s easy to do and works all the time, for pretty much any product (IPhone, TV&#039;s, Etc..)</p></div></blockquote></div>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"					
80	1636	19	2014	1	16	18:40:12	187	"<p>UPDATE: YOU WILL BE ELIGIBLE FOR A DISCOUNT HERE IF YOU&#160; HAD PURCHASED PRODUCTS FROM IRONHEART <br />NOTICE: IF YOU TRY TO RESELL MY GUIDE YOU WILL BE FOUND.AND IF YOU REQUEST ONE OF MY CUSTOMER TO SELL THE GUIDE FOR YOU AT A BARGAIN YOU WILL BE FOUND ALIKE AND YOUR CASE WILL BE FORWARDED TO THE MODS.<br />DON&#039;T BUY IT IF YOU CAN NOT AFFORD.THIS IS NOT FOR YOU.<br /><strong><span style=""color: red"">SOME MEMBERS HAVE ALREADY BEEN FOUND OUT,YOU WILL BE NEXT IF YOU TRY TO DO THE SAME.</span></strong></p><br /><br /><p><span style=""color: #40FF00"">HAPPY 2014 TO ALL MY CLIENTS!! I GOT SOME WICKED STUFF COMIN UP THIS YEAR FOR YOU GUYS ! WATCH OUT !!</span><span style=""color: #FE2EC8"">LIMITED ONLY</span></p><div class=""quotebox""><cite>ironheart wrote:</cite><blockquote><div><p><strong>Do I need a drop address?</strong><br />most of you live with families, wives or children. Imagine how embarrasing being found would be. And for the love of god, even if you are willing to give a perfect stranger all your personal info at the very least, DO NOT TELL ME IT IS YOUR HOME ADRRESS<br />For all YOU know, I could be an LE officer.<br /><strong><span style=""color: #FF0040"">Now with UCARD&#039;s tutorial keep your address and identity fully anonymous and safe and receive as much products as you could.</span></strong></p></div></blockquote></div>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"	187	2014	3	21	17:43:40
80	2324	20	2014	1	17	22:31:52	187	"<div class=""quotebox""><cite>MikhailX wrote:</cite><blockquote><div><p>I recently bought this tutorial for safe drops from &quot;ucard&quot; and this is a little feedback/help to those still unsure about buying it or if it will work for them or not.</p><p>-Does it solve signature problem? YES<br />-Is it useful for a long/infinite period of time? YES<br />-Is it secure? YES<br />-Can you order high valued items? YES<br />-Can you use cardholder&#039;s name in the delivery? YES<br />-Is it valid for international shipping? YES<br />-Is it valid if you are from USA, UK, EU, ASIA, AFRICA, ANTARCTICA, OCEANIA, S.AMERICA? YES<br />-Is it an amazingly ingenious way of obtaining safe drops? YES</p><p>-Should you pay whatever the price is to get this guide? DEFINITELY YES</p><p>UCARD will help you immediately with any problem you might have, splendid seller. Escrow working perfectly.</p><p>Just to sum up, you will get a quick, easy understandable guide of how to get drops in one of the safest possible ways (and professional) for a few bucks. I would pay 200 bucks if necessary to get it again. Any doubt I can give you a more in depth feedback here.</p><p>10/10</p><p>Thank you UCARD ! Continue with your support to the community!</p><p>Happy carding, criminal fellas ; )</p><br /><p>-MikhailX-</p></div></blockquote></div><div class=""quotebox""><cite>ganjacred wrote:</cite><blockquote><div><p> I believe i was the first to buy this and i have to say the methods are absoloutly amazing and am going to start using them right after xmas. The only thing i had a problem with is the layout is kinda bland and difficult to understand at some point, but this is just my opinion. I would definately reccomend this book to anyone who cant find any good drops or people who are looking to get alot of drops <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /> Overall 8/10</p></div></blockquote></div><div class=""quotebox""><cite>jesse_pinkman wrote:</cite><blockquote><div><p>&#160; What uCard has done here is come up with a fresh look at safe drops. When I was given this to review I expected to see the usual find a house on CL crap but was amazed by the fresh idea&#039;s he has cooked up.<br />They are the perfect balance of complexity and simplicity. <br />Conclusion:<br />This guide is a must buy if conventional safe drop methods arent working for you! The best part of this method is that it takes care of the no signature problem that most people face!</p></div></blockquote></div><div class=""quotebox""><cite>themostseekrit wrote:</cite><blockquote><div><p> Pretty helpful guide... tells you everything you need to do with detail, and a smart method.</p></div></blockquote></div><div class=""quotebox""><cite>regus89 wrote:</cite><blockquote><div><p>Just bought the method from Ucard and can&#039;t wait to try it out. Sometimes creativity determines the difference between success and failure. Ucard has thought of a brilliant and ingenious method to ensure that things run as smoothly as possible when you&#039;re getting a drop/running a drop service/beefing up your security when using drops.</p></div></blockquote></div><div class=""quotebox""><cite>hsodhod79 wrote:</cite><blockquote><div><p> read the guide and *WOW* really great info and a very unique approach to what seemed to me a risky situation.</p><p>The guide is very useful and I would reccomend it to anyone who needs to get a maildrop - much easier solution than the one I was going to use! - 10/10</p><p>Thanks UCARD</p></div></blockquote></div><div class=""quotebox""><cite>MrMouse wrote:</cite><blockquote><div><p> If you&#039;re looking for a way to get packages to drops, I highly recommend this guide to anyone.</p></div></blockquote></div><div class=""quotebox""><cite>susp3kt wrote:</cite><blockquote><div><p> Pretty useful guide, very smart way to gather drops in your area.</p></div></blockquote></div><div class=""quotebox""><cite>britishtor wrote:</cite><blockquote><div><p> very detailed tutorial, fast response seller, i would recommend this to everyone who looking for drops <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>Mr Fox wrote:</cite><blockquote><div><p>Good guide!</p><p>The guide contains a very original idea (2, actually). It gives a fresh view on how to do drops. I never came up with a better way to do it then the way explained in this guide.</p><p>I recommend <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>breakingbad wrote:</cite><blockquote><div><p>very good guide. It&#039;s simple and effective ! <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>Alphago wrote:</cite><blockquote><div><p>Good detailed guide, that should help you to stay safe!</p></div></blockquote></div><div class=""quotebox""><cite>philmitchell wrote:</cite><blockquote><div><p>guide is straightforward and insightful.</p><p>simple idea but very effective, would buy again and have asked for updates on future products and guides.</p><p>thanks...</p></div></blockquote></div><div class=""quotebox""><cite>fffee wrote:</cite><blockquote><div><p>Nice guide.. detailed explanation! Could be very useful in the near future.. Thanks</p></div></blockquote></div><div class=""quotebox""><cite>mrmojo wrote:</cite><blockquote><div><p>Good informative guide. Thanks again.</p></div></blockquote></div><div class=""quotebox""><cite>slipnslides wrote:</cite><blockquote><div><p>Got the guide and I have to say its a pretty good IDEA it does take a little SE but if done correctly and set up proper it should work just fine. Less risky IMO dont have to rush to get the packages. Was worth what I spent. Thank you</p></div></blockquote></div><div class=""quotebox""><cite>Bluekilo wrote:</cite><blockquote><div><p>This is a good guide that took some ingenuity as well as a cunning mind to think up. I like it. <img src=""http://i25c62nvu4cgeqyz.onion/img/smilies/smile.png"" width=""15"" height=""15"" alt=""smile"" /></p></div></blockquote></div><div class=""quotebox""><cite>Razor231231 wrote:</cite><blockquote><div><p>Nice, i just bought his guide a few days ago, some really great ideas.</p></div></blockquote></div><div class=""quotebox""><cite>Clean wrote:</cite><blockquote><div><p>Guide is very useful,a great source if you don&#039;t know how to get expensive packages with sign.<br />This method doesnt require a previous investment,just some time and little patience.</p></div></blockquote></div><div class=""quotebox""><cite>EauDeToilette wrote:</cite><blockquote><div><p>Bought this for 95$ and i may say that it&#039;s worth the price.</p><p>It explain smoothly the two big ideas, a children could do it. It&#039;s for me an essential guide to any new carder ! The layout of the pdf is just a bit messed up, but that&#039;s not a really big problem !</p><p>9/10 Good work Ucard !</p></div></blockquote></div><div class=""quotebox""><cite>SuperRyanSmith33 wrote:</cite><blockquote><div><p>Had a read of this now and there are some great points, very creative guide to safe drops!</p></div></blockquote></div><div class=""quotebox""><cite>Raxa wrote:</cite><blockquote><div><p>Layout of Your guide maybe is not the best, but guide is very helpful. Also this doesn&#039;t need to spend a lot of money doing this :]</p></div></blockquote></div><div class=""quotebox""><cite>SniperFox wrote:</cite><blockquote><div><p>My Review:</p><p>I think this is an excellent guide. A very clever approach to obtaining drops without having to lurk through craiglist, estate agent sites or driving around. There is some work involved so do not expect the method to be a click and go method, but it will be worth it in the long run. Good job ucard.</p></div></blockquote></div><div class=""quotebox""><cite>Avry wrote:</cite><blockquote><div><p>Ucard&#039;s technique is one of a kind! Drops sorted for good now.</p></div></blockquote></div><div class=""quotebox""><cite>Amando wrote:</cite><blockquote><div><p>Great guide and very nice helpful vendor!</p></div></blockquote></div><div class=""quotebox""><cite>Green wrote:</cite><blockquote><div><p>Great guide and quick response!</p></div></blockquote></div><div class=""quotebox""><cite>masonmoore wrote:</cite><blockquote><div><p>Great guide</p></div></blockquote></div><div class=""quotebox""><cite>Rob1nH00d3r wrote:</cite><blockquote><div><p>Thanks for your tutorial and quick response!</p><p>100% good seller!!!</p></div></blockquote></div><div class=""quotebox""><cite>d33poutside wrote:</cite><blockquote><div><p>verfied</p></div></blockquote></div>"	"<p><strong><span style=""color: purple"">GET YOUR OWN ITEM/MAIL DROP.TUTORIAL.:USA.UK.EU.INTERNATIONAL <br />http://k5zq47j6wd3wdvjq.onion/listing/66 &lt;&lt; marketplace</span></strong><br /><strong><span style=""color: red"">CARDER SCIENCE-BEST CARDER GUIDE VERSION 4<br />k5zq47j6wd3wdvjq.onion/listing/22127</span></strong></p>"	187	2014	1	18	17:22:32
