lid	vid	mscrape_id	title	price	description	cid	ships_from	ships_to	product_class	listing_available	return_policy
8	24	76	Personal Information !!!!!!!!!!!!!!	0.0026	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	78	Personal Information !!!!!!!!!!!!!!	0.0026		56			Digital		
8	24	79	Personal Information !!!!!!!!!!!!!!	0.0026		56			Digital		
8	24	80	Personal Information !!!!!!!!!!!!!!	0.0026		56			Digital		
8	24	81	Personal Information !!!!!!!!!!!!!!	0.0027		56	Worldwide		Digital	True	
8	24	82	Personal Information !!!!!!!!!!!!!!	0.0028	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	83	Personal Information !!!!!!!!!!!!!!	0.0031		56			Digital		
8	24	84	Personal Information !!!!!!!!!!!!!!	0.0030	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	85	Personal Information !!!!!!!!!!!!!!	0.0031		56			Digital		
8	24	86	Personal Information !!!!!!!!!!!!!!	0.0031	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	87	Personal Information !!!!!!!!!!!!!!	0.0032	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	88	Personal Information !!!!!!!!!!!!!!	0.0037	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	90	Personal Information !!!!!!!!!!!!!!	0.0034		56			Digital		
8	24	91	Personal Information !!!!!!!!!!!!!!	0.0035		56			Digital		
8	24	93	Personal Information !!!!!!!!!!!!!!	0.0035		56			Digital		
8	24	94	Personal Information !!!!!!!!!!!!!!	0.0036		56			Digital		
8	24	95	Personal Information !!!!!!!!!!!!!!	0.0045	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	96	Personal Information !!!!!!!!!!!!!!	0.0050		56			Digital		
8	24	97	Personal Information !!!!!!!!!!!!!!	0.0042	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	98	Personal Information !!!!!!!!!!!!!!	0.0040	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	99	Personal Information !!!!!!!!!!!!!!	0.0043		56	Worldwide		Digital	True	
8	24	100	Personal Information !!!!!!!!!!!!!!	0.0043		56	Worldwide		Digital	True	
8	24	101	Personal Information !!!!!!!!!!!!!!	0.0044		56	Worldwide		Digital	True	
8	24	102	Personal Information !!!!!!!!!!!!!!	0.0046	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	103	Personal Information !!!!!!!!!!!!!!	0.0044		56	Worldwide		Digital	True	
8	24	104	Personal Information !!!!!!!!!!!!!!	0.0045		56	Worldwide		Digital	True	
8	24	105	Personal Information !!!!!!!!!!!!!!	0.0045		56	Worldwide		Digital	True	
8	24	106	Personal Information !!!!!!!!!!!!!!	0.0042		56	Worldwide		Digital	True	
8	24	107	Personal Information !!!!!!!!!!!!!!	0.0040		56	Worldwide		Digital	True	
8	24	108	Personal Information !!!!!!!!!!!!!!	0.0042		56	Worldwide		Digital	True	
8	24	109	Personal Information !!!!!!!!!!!!!!	0.0041	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	110	Personal Information !!!!!!!!!!!!!!	0.0040	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
8	24	111	Personal Information !!!!!!!!!!!!!!	0.0036		56	Worldwide		Digital	True	
8	24	112	Personal Information !!!!!!!!!!!!!!	0.0036		56	Worldwide		Digital	True	
8	24	113	Personal Information !!!!!!!!!!!!!!	0.0035		56	Worldwide		Digital	True	
8	24	114	Personal Information !!!!!!!!!!!!!!	0.0034	Hey everybody.<br /><br />NEW DATA !!!! NEW PRIZE !!!!!!<br /><br />Fullz:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB<br /><br />!!!!!!!!!!!!!!Minimum buy 10 data.!!!!!!!!!!!!<br /><br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE <br />ORDERS FOR 1 DATA WILL BE IGNORE AND DECLINE 	56	Worldwide	Worldwide	Digital	True	
9	24	0	Personal Inforamtion + Bank accounts	0.0242	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	1	Personal Inforamtion + Bank accounts	0.0241	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	2	Personal Inforamtion + Bank accounts	0.0246	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	3	Personal Inforamtion + Bank accounts	0.0327	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	4	Personal Inforamtion + Bank accounts	0.0305	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	5	Personal Inforamtion + Bank accounts	0.0318	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	6	Personal Inforamtion + Bank accounts	0.0326	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	7	Personal Inforamtion + Bank accounts	0.0344		56			Digital		
9	24	8	Personal Inforamtion + Bank accounts	0.0450	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	9	Personal Inforamtion + Bank accounts	0.0380		56			Digital		
9	24	10	Personal Inforamtion + Bank accounts	0.0403	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	11	Personal Inforamtion + Bank accounts	0.0406	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	12	Personal Inforamtion + Bank accounts	0.0445		56			Digital		
9	24	15	Personal Inforamtion + Bank accounts	0.0382	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	17	Personal Inforamtion + Bank accounts	0.0348		56			Digital		
9	24	18	Personal Inforamtion + Bank accounts	0.0321		56			Digital		
9	24	19	Personal Inforamtion + Bank accounts	0.0319		56			Digital		
9	24	21	Personal Inforamtion + Bank accounts	0.0306		56			Digital		
9	24	22	Personal Inforamtion + Bank accounts	0.0327		56			Digital		
9	24	24	Personal Inforamtion + Bank accounts	0.0341		56			Digital		
9	24	26	Personal Inforamtion + Bank accounts	0.0323		56			Digital		
9	24	27	Personal Inforamtion + Bank accounts	0.0317	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	28	Personal Inforamtion + Bank accounts	0.0337		56			Digital		
9	24	29	Personal Inforamtion + Bank accounts	0.0336		56			Digital		
9	24	30	Personal Inforamtion + Bank accounts	0.0341	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	31	Personal Inforamtion + Bank accounts	0.0341		56			Digital		
9	24	33	Personal Inforamtion + Bank accounts	0.0340		56			Digital		
9	24	34	Personal Inforamtion + Bank accounts	0.0388		56	Worldwide		Digital	True	
9	24	35	Personal Inforamtion + Bank accounts	0.0378		56			Digital		
9	24	36	Personal Inforamtion + Bank accounts	0.0400		56			Digital		
9	24	37	Personal Inforamtion + Bank accounts	0.0385		56	Worldwide		Digital	True	
9	24	38	Personal Inforamtion + Bank accounts	0.0418		56			Digital		
9	24	39	Personal Inforamtion + Bank accounts	0.0412		56	Worldwide		Digital	True	
9	24	40	Personal Inforamtion + Bank accounts	0.0418	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	41	Personal Inforamtion + Bank accounts	0.0465		56	Worldwide		Digital	True	
9	24	42	Personal Inforamtion + Bank accounts	0.0501	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	43	Personal Inforamtion + Bank accounts	0.0487		56			Digital		
9	24	44	Personal Inforamtion + Bank accounts	0.0532	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	45	Personal Inforamtion + Bank accounts	0.0577		56			Digital		
9	24	48	Personal Inforamtion + Bank accounts	0.0603		56			Digital		
9	24	49	Personal Inforamtion + Bank accounts	0.0553		56			Digital		
9	24	52	Personal Inforamtion + Bank accounts	0.0500	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	54	Personal Inforamtion + Bank accounts	0.0510	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	55	Personal Inforamtion + Bank accounts	0.0518		56			Digital		
9	24	57	Personal Inforamtion + Bank accounts	0.0560	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	59	Personal Inforamtion + Bank accounts	0.0568		56			Digital		
9	24	60	Personal Inforamtion + Bank accounts	0.0574	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	61	Personal Inforamtion + Bank accounts	0.0613	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	62	Personal Inforamtion + Bank accounts	0.0583	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	65	Personal Inforamtion + Bank accounts	0.0540		56			Digital		
9	24	66	Personal Inforamtion + Bank accounts	0.0502		56			Digital		
9	24	67	Personal Inforamtion + Bank accounts	0.0512		56			Digital		
9	24	68	Personal Inforamtion + Bank accounts	0.0516		56			Digital		
9	24	69	Personal Inforamtion + Bank accounts	0.0523		56			Digital		
9	24	70	Personal Inforamtion + Bank accounts	0.0521		56			Digital		
9	24	71	Personal Inforamtion + Bank accounts	0.0567		56			Digital		
9	24	72	Personal Inforamtion + Bank accounts	0.0549		56			Digital		
9	24	73	Personal Inforamtion + Bank accounts	0.0558		56			Digital		
9	24	74	Personal Inforamtion + Bank accounts	0.0524	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	75	Personal Inforamtion + Bank accounts	0.0510		56			Digital		
9	24	76	Personal Inforamtion + Bank accounts	0.0130	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	78	Personal Inforamtion + Bank accounts	0.0132		56			Digital		
9	24	79	Personal Inforamtion + Bank accounts	0.0133		56			Digital		
9	24	80	Personal Inforamtion + Bank accounts	0.0132		56			Digital		
9	24	81	Personal Inforamtion + Bank accounts	0.0139		56	Worldwide		Digital	True	
9	24	82	Personal Inforamtion + Bank accounts	0.0143	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	83	Personal Inforamtion + Bank accounts	0.0155		56			Digital		
9	24	84	Personal Inforamtion + Bank accounts	0.0150	Fullz + Bank Account number:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	85	Personal Inforamtion + Bank accounts	0.0155		56			Digital		
9	24	86	Personal Inforamtion +	0.0315	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	87	Personal Inforamtion +	0.0321	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	88	Personal Inforamtion +	0.0372	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	90	Personal Inforamtion +	0.0346		56			Digital		
9	24	91	Personal Inforamtion +	0.0352		56			Digital		
9	24	93	Personal Inforamtion +	0.0358		56			Digital		
9	24	94	Personal Inforamtion +	0.0368		56			Digital		
9	24	95	Personal Inforamtion +	0.0459	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	96	Personal Inforamtion +	0.0508		56			Digital		
9	24	97	Personal Inforamtion +	0.0426	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	98	Personal Inforamtion +	0.0404	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	99	Personal Inforamtion +	0.0434	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	100	Personal Inforamtion +	0.0440	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	101	Personal Inforamtion +	0.0417	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	102	Personal Inforamtion +	0.0439		56			Digital		
9	24	103	Personal Inforamtion +	0.0442	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	104	Personal Inforamtion +	0.0453	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	105	Personal Inforamtion +	0.0454	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	106	Personal Inforamtion +	0.0420	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	107	Personal Inforamtion +	0.0405	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
9	24	108	Personal Inforamtion +	0.0422		56	Worldwide		Digital	True	
9	24	109	Personal Inforamtion +	0.0418		56			Digital		
9	24	110	Personal Inforamtion +	0.0400		56			Digital		
9	24	111	Personal Inforamtion +	0.0364		56	Worldwide		Digital	True	
9	24	112	Personal Inforamtion +	0.0365		56	Worldwide		Digital	True	
9	24	113	Personal Inforamtion +	0.0340		56	Worldwide		Digital	True	
9	24	114	Personal Inforamtion +	0.0346	Fullz: <br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, HomePhone, CellPhone, 2 Last Employment, Bank Name, Account Number, Type of Account	56	Worldwide	Worldwide	Digital	True	
10	24	0	Personal information + Driver license	0.0121	Fullz + Driver license:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, Driver License,Expiration Date, Phone, Email:<br /><br />Valid Driver License for now just from TX.	56	Worldwide	Worldwide	Digital	True	
10	24	1	Personal information + Driver license	0.0120	Fullz + Driver license:<br /><br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, Driver License,Expiration Date, Phone, Email:<br /><br />Valid Driver License for now just from TX.	56	Worldwide	Worldwide	Digital	True	
10	24	2	Personal information + Driver license	0.0122	Fullz + Driver license:<br /><br /><br />NO longer available for know.	56	Worldwide	Worldwide	Digital	False	
10	24	3	Personal information + Driver license	0.0163	Fullz + Driver license:<br /><br /><br />NO longer available for know.	56	Worldwide	Worldwide	Digital	False	
10	24	4	Personal information + Driver license	0.0153	Fullz + Driver license:<br /><br /><br />NO longer available for know.	56	Worldwide	Worldwide	Digital	False	
10	24	5	Personal information + Driver license	0.0397	Fullz + Driver license:<br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, Driver License,Expiration Date, Phone, Email: 	56	Worldwide	Worldwide	Digital	True	
10	24	6	Personal information + Driver license	0.0408	Fullz + Driver license:<br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, Driver License,Expiration Date, Phone, Email: 	56	Worldwide	Worldwide	Digital	True	
10	24	7	Personal information + Driver license	0.0430		56	Worldwide		Digital	True	
10	24	8	Personal information + Driver license	0.0563		56	Worldwide		Digital	False	
10	24	9	Personal information + Driver license	0.0475	Fullz + Driver license:<br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, Driver License,Expiration Date, Phone, Email: 	56	Worldwide	Worldwide	Digital	False	
10	24	15	Personal information + Driver license	0.0481	Fullz + Driver license:<br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, Driver License,Expiration Date, Phone, Email: 	56	Worldwide	Worldwide	Digital	True	
10	24	16	Personal information + Driver license	0.0429		56			Digital		
10	24	17	Personal information + Driver license	0.0433	Fullz + Driver license:<br />Full data includes First Name, Middle Name(some of them), Last Name, Address, City, State, Zip, SSN, DOB, Driver License,Expiration Date, Phone, Email: 	56	Worldwide	Worldwide	Digital	True	
